title,link,citations,bioproject_id
"Genome mining of the citrus pathogen Elsinoë fawcettii; prediction and prioritisation of candidate effectors, cell wall degrading enzymes and secondary metabolite …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0227396,17,PRJNA496356
