title,link,citations,bioproject_id
"Insight into resistance to 'Candidatus Liberibacter asiaticus,' associated with Huanglongbing, in Oceanian citrus genotypes",https://www.frontiersin.org/articles/10.3389/fpls.2022.1009350/full,10,PRJNA862483
Insights on the interaction between Rutaceae genotypes and the 'Candidatus liberibacter asiaticus' bacterium,https://repositorio.unesp.br/items/09df6555-b4a7-4b50-abde-a118d08f9411,0,PRJNA862483
