title,link,citations,bioproject_id
"A Candidatus liberibacter Asiaticus effector, CLIBASIA_00185 controls sugar metabolism, phenylpropanoid biosynthesis, and endocytosis pathway in Citrus sinensis",https://link.springer.com/article/10.1186/s12864-025-11922-1,0,PRJNA1190224
