title,link,citations,bioproject_id
Widely targeted metabolomic profiling combined with transcriptome analysis sheds light on flavonoid biosynthesis in sweet orange 'Newhall' (C. sinensis) under …,https://www.frontiersin.org/articles/10.3389/fpls.2023.1182284/full,14,PRJNA934884
Widely targeted metabolomic profiling combined with transcriptome analysis sheds light on flavonoid biosynthesis in sweet orange'Newhall'(C. sinensis) under …,https://europepmc.org/article/pmc/pmc10216496,0,PRJNA934884
