title,link,citations,bioproject_id
OrangeExpDB: an integrative gene expression database for Citrus spp.,https://link.springer.com/article/10.1186/s12864-024-10445-5,0,PRJEB6342
An RNA‐Seq‐based reference transcriptome for Citrus,https://onlinelibrary.wiley.com/doi/abs/10.1111/pbi.12447,39,PRJEB6342
