title,link,citations,bioproject_id
New MiSeq based strategy exposed plant-preferential arbuscular mycorrhizal fungal communities in arid soils of Mexico,https://link.springer.com/article/10.1007/s13199-020-00698-5,23,PRJNA472054
"Diverse arbuscular mycorrhizal fungal species colonize roots of important agricultural crops (Pequin pepper, soybean and orange) in the northeast Mexico as …",https://digibuo.uniovi.es/dspace/bitstream/handle/10651/47838/TFM_SalvadorGimenezBru.pdf?sequence=3,1,PRJNA472054
