title,link,citations,bioproject_id
Genomic and Bioinformatic Resources for Perennial Fruit Species,https://www.benthamdirect.com/content/journals/cg/10.2174/1389202923666220428102632,1,PRJNA224728
Transcriptome analysis of root response to citrus blight based on the newly assembled Swingle citrumelo draft genome,https://link.springer.com/article/10.1186/s12864-016-2779-y,21,PRJNA224728
