title,link,citations,bioproject_id
Acetylome reprograming participates in the establishment of fruit metabolism during polyploidization in citrus,https://academic.oup.com/plphys/article-abstract/190/4/2519/6711404,20,PRJNA776249
OrangeExpDB: an integrative gene expression database for Citrus spp.,https://link.springer.com/article/10.1186/s12864-024-10445-5,0,PRJNA776249
