Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,BioSampleModel,Collection_Date,doi_results,PMIDs,RunCount,replicate,geo_location,growth_conditions,sample_conditions,genotype,geo_location_missing,growth_conditions_missing,sample_conditions_missing,genotype_missing,replicate_missing
SRR13434399,RNA-Seq,300,6716361300,PRJNA691971,SAMN17311257,2255768940,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9847971,HiSeq X Ten,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-02-01T00:00:00Z,s31,SRP301679,2021-01-14T01:16:00Z,1.0,Plant,,"[{""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.16519"", ""doi"": ""10.1111/tpj.16519"", ""status"": ""success""}]",,15,biological replicate 1,China: Hubei Province| China| Asia,,pulp| 200 days after flowering (DAF)| not collect| fruit,Newhall,False,True,False,False,False
SRR13434400,RNA-Seq,300,6834424800,PRJNA691971,SAMN17311256,2293715903,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9847970,HiSeq X Ten,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-02-01T00:00:00Z,s27,SRP301679,2021-01-14T01:16:00Z,1.0,Plant,,"[{""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.16519"", ""doi"": ""10.1111/tpj.16519"", ""status"": ""success""}]",,15,biological replicate 3,China: Hubei Province| China| Asia,,pulp| 150 days after flowering (DAF)| not collect| fruit,Newhall,False,True,False,False,False
SRR13434401,RNA-Seq,300,6526234500,PRJNA691971,SAMN17311255,2175705518,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9847969,HiSeq X Ten,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-02-01T00:00:00Z,s26,SRP301679,2021-01-14T01:27:00Z,1.0,Plant,,"[{""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.16519"", ""doi"": ""10.1111/tpj.16519"", ""status"": ""success""}]",,15,biological replicate 2,China: Hubei Province| China| Asia,,pulp| 150 days after flowering (DAF)| not collect| fruit,Newhall,False,True,False,False,False
SRR13434402,RNA-Seq,300,7361013000,PRJNA691971,SAMN17311254,2467138885,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9847968,HiSeq X Ten,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-02-01T00:00:00Z,s25,SRP301679,2021-01-14T00:56:00Z,1.0,Plant,,"[{""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.16519"", ""doi"": ""10.1111/tpj.16519"", ""status"": ""success""}]",,15,biological replicate 1,China: Hubei Province| China| Asia,,pulp| 150 days after flowering (DAF)| not collect| fruit,Newhall,False,True,False,False,False
SRR13434403,RNA-Seq,300,7200933600,PRJNA691971,SAMN17311253,2409878741,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9847967,HiSeq X Ten,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-02-01T00:00:00Z,s21,SRP301679,2021-01-14T01:30:00Z,1.0,Plant,,"[{""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.16519"", ""doi"": ""10.1111/tpj.16519"", ""status"": ""success""}]",,15,biological replicate 3,China: Hubei Province| China| Asia,,pulp| 120 days after flowering (DAF)| not collect| fruit,Newhall,False,True,False,False,False
SRR13434404,RNA-Seq,300,5934527100,PRJNA691971,SAMN17311252,2017165223,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9847966,HiSeq X Ten,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-02-01T00:00:00Z,s20,SRP301679,2021-01-14T01:30:00Z,1.0,Plant,,"[{""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.16519"", ""doi"": ""10.1111/tpj.16519"", ""status"": ""success""}]",,15,biological replicate 2,China: Hubei Province| China| Asia,,pulp| 120 days after flowering (DAF)| not collect| fruit,Newhall,False,True,False,False,False
SRR13434405,RNA-Seq,300,7734607500,PRJNA691971,SAMN17311251,2602370534,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9847965,HiSeq X Ten,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-02-01T00:00:00Z,s19,SRP301679,2021-01-14T01:38:00Z,1.0,Plant,,"[{""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.16519"", ""doi"": ""10.1111/tpj.16519"", ""status"": ""success""}]",,15,biological replicate 1,China: Hubei Province| China| Asia,,pulp| 120 days after flowering (DAF)| not collect| fruit,Newhall,False,True,False,False,False
SRR13434406,RNA-Seq,300,6573777900,PRJNA691971,SAMN17311250,2226262060,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9847964,HiSeq X Ten,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-02-01T00:00:00Z,s15,SRP301679,2021-01-14T00:57:00Z,1.0,Plant,,"[{""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.16519"", ""doi"": ""10.1111/tpj.16519"", ""status"": ""success""}]",,15,biological replicate 3,China: Hubei Province| China| Asia,,pulp| 90 days after flowering (DAF)| not collect| fruit,Newhall,False,True,False,False,False
SRR13434407,RNA-Seq,300,6130764900,PRJNA691971,SAMN17311262,2057125071,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9847963,HiSeq X Ten,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-02-01T00:00:00Z,s39,SRP301679,2021-01-14T01:22:00Z,1.0,Plant,,"[{""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.16519"", ""doi"": ""10.1111/tpj.16519"", ""status"": ""success""}]",,15,biological replicate 3,China: Hubei Province| China| Asia,,pulp| 230 days after flowering (DAF)| not collect| fruit,Newhall,False,True,False,False,False
SRR13434408,RNA-Seq,300,6465693900,PRJNA691971,SAMN17311261,2193617913,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9847962,HiSeq X Ten,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-02-01T00:00:00Z,s38,SRP301679,2021-01-14T01:21:00Z,1.0,Plant,,"[{""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.16519"", ""doi"": ""10.1111/tpj.16519"", ""status"": ""success""}]",,15,biological replicate 2,China: Hubei Province| China| Asia,,pulp| 230 days after flowering (DAF)| not collect| fruit,Newhall,False,True,False,False,False
SRR13434409,RNA-Seq,300,6227537100,PRJNA691971,SAMN17311260,2109397964,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9847961,HiSeq X Ten,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-02-01T00:00:00Z,s37,SRP301679,2021-01-14T01:03:00Z,1.0,Plant,,"[{""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.16519"", ""doi"": ""10.1111/tpj.16519"", ""status"": ""success""}]",,15,biological replicate 1,China: Hubei Province| China| Asia,,pulp| 230 days after flowering (DAF)| not collect| fruit,Newhall,False,True,False,False,False
SRR13434410,RNA-Seq,300,6629021700,PRJNA691971,SAMN17311259,2251421382,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9847960,HiSeq X Ten,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-02-01T00:00:00Z,s33,SRP301679,2021-01-14T00:59:00Z,1.0,Plant,,"[{""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.16519"", ""doi"": ""10.1111/tpj.16519"", ""status"": ""success""}]",,15,biological replicate 3,China: Hubei Province| China| Asia,,pulp| 200 days after flowering (DAF)| not collect| fruit,Newhall,False,True,False,False,False
SRR13434411,RNA-Seq,300,6813559500,PRJNA691971,SAMN17311258,2293234664,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9847959,HiSeq X Ten,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-02-01T00:00:00Z,s32,SRP301679,2021-01-14T01:36:00Z,1.0,Plant,,"[{""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.16519"", ""doi"": ""10.1111/tpj.16519"", ""status"": ""success""}]",,15,biological replicate 2,China: Hubei Province| China| Asia,,pulp| 200 days after flowering (DAF)| not collect| fruit,Newhall,False,True,False,False,False
SRR13434412,RNA-Seq,300,7536429300,PRJNA691971,SAMN17311249,2518364828,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9847958,HiSeq X Ten,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-02-01T00:00:00Z,s14,SRP301679,2021-01-14T01:03:00Z,1.0,Plant,,"[{""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.16519"", ""doi"": ""10.1111/tpj.16519"", ""status"": ""success""}]",,15,biological replicate 2,China: Hubei Province| China| Asia,,pulp| 90 days after flowering (DAF)| not collect| fruit,Newhall,False,True,False,False,False
SRR13434413,RNA-Seq,300,5640621900,PRJNA691971,SAMN17311248,1929426858,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9847957,HiSeq X Ten,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2022-02-01T00:00:00Z,s13,SRP301679,2021-01-14T01:02:00Z,1.0,Plant,,"[{""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.16519"", ""doi"": ""10.1111/tpj.16519"", ""status"": ""success""}]",,15,biological replicate 1,China: Hubei Province| China| Asia,,pulp| 90 days after flowering (DAF)| not collect| fruit,Newhall,False,True,False,False,False
SRR13453749,RNA-Seq,300,7966474500,PRJNA612768,SAMN17376288,2438827070,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9866662,HiSeq X Ten,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2021-01-18T00:00:00Z,SWO-canker-control6,SRP280058,2021-01-18T11:16:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1009316"", ""doi"": ""10.1371/journal.pgen.1009316"", ""status"": ""success""}, {""link"": ""https://www.jpmb-gabit.ir/&url=http:/www.jpmb-gabit.ir/article_709799.html"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-024-09362-4"", ""doi"": ""10.1007/s12042-024-09362-4"", ""status"": ""success""}]",,18,,China| China| Asia,,leaf| mature,SWO,False,True,False,False,True
SRR13453750,RNA-Seq,300,9060944100,PRJNA612768,SAMN17376288,2783852594,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9866661,HiSeq X Ten,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2021-01-18T00:00:00Z,SWO-canker-control6,SRP280058,2021-01-18T10:57:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1009316"", ""doi"": ""10.1371/journal.pgen.1009316"", ""status"": ""success""}, {""link"": ""https://www.jpmb-gabit.ir/&url=http:/www.jpmb-gabit.ir/article_709799.html"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-024-09362-4"", ""doi"": ""10.1007/s12042-024-09362-4"", ""status"": ""success""}]",,18,,China| China| Asia,,leaf| mature,SWO,False,True,False,False,True
SRR13479653,RNA-Seq,300,11654985600,PRJNA612768,SAMN17372731,3572089353,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9892362,HiSeq X Ten,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2021-01-18T00:00:00Z,SWO-canker-treatment6,SRP280058,2021-01-18T21:57:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1009316"", ""doi"": ""10.1371/journal.pgen.1009316"", ""status"": ""success""}, {""link"": ""https://www.jpmb-gabit.ir/&url=http:/www.jpmb-gabit.ir/article_709799.html"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-024-09362-4"", ""doi"": ""10.1007/s12042-024-09362-4"", ""status"": ""success""}]",,18,,China| China| Asia,,leaf| mature,SWO,False,True,False,False,True
SRR13479654,RNA-Seq,300,8586366000,PRJNA612768,SAMN17372731,2637956983,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9892361,HiSeq X Ten,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2021-01-18T00:00:00Z,SWO-canker-treatment6,SRP280058,2021-01-18T21:50:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1009316"", ""doi"": ""10.1371/journal.pgen.1009316"", ""status"": ""success""}, {""link"": ""https://www.jpmb-gabit.ir/&url=http:/www.jpmb-gabit.ir/article_709799.html"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-024-09362-4"", ""doi"": ""10.1007/s12042-024-09362-4"", ""status"": ""success""}]",,18,,China| China| Asia,,leaf| mature,SWO,False,True,False,False,True
SRR13480359,RNA-Seq,300,10439001900,PRJNA612768,SAMN17376557,3340384212,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9893068,HiSeq X Ten,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2021-01-18T00:00:00Z,SWO-canker-control24,SRP280058,2021-01-18T23:21:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1009316"", ""doi"": ""10.1371/journal.pgen.1009316"", ""status"": ""success""}, {""link"": ""https://www.jpmb-gabit.ir/&url=http:/www.jpmb-gabit.ir/article_709799.html"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-024-09362-4"", ""doi"": ""10.1007/s12042-024-09362-4"", ""status"": ""success""}]",,18,,China| China| Asia,,leaf| mature,SWO,False,True,False,False,True
SRR13480360,RNA-Seq,300,11932822500,PRJNA612768,SAMN17376557,3663551665,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9893067,HiSeq X Ten,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2021-01-18T00:00:00Z,SWO-canker-control24,SRP280058,2021-01-18T23:20:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1009316"", ""doi"": ""10.1371/journal.pgen.1009316"", ""status"": ""success""}, {""link"": ""https://www.jpmb-gabit.ir/&url=http:/www.jpmb-gabit.ir/article_709799.html"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-024-09362-4"", ""doi"": ""10.1007/s12042-024-09362-4"", ""status"": ""success""}]",,18,,China| China| Asia,,leaf| mature,SWO,False,True,False,False,True
SRR13480364,RNA-Seq,300,9697136700,PRJNA612768,SAMN17376693,2974838252,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9893073,HiSeq X Ten,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2021-01-19T00:00:00Z,SWO-canker-control48,SRP280058,2021-01-18T23:32:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1009316"", ""doi"": ""10.1371/journal.pgen.1009316"", ""status"": ""success""}, {""link"": ""https://www.jpmb-gabit.ir/&url=http:/www.jpmb-gabit.ir/article_709799.html"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-024-09362-4"", ""doi"": ""10.1007/s12042-024-09362-4"", ""status"": ""success""}]",,18,,China| China| Asia,,leaf| mature,SWO,False,True,False,False,True
SRR13480365,RNA-Seq,300,9052029000,PRJNA612768,SAMN17376693,2768401164,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9893072,HiSeq X Ten,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2021-01-19T00:00:00Z,SWO-canker-control48,SRP280058,2021-01-18T23:38:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1009316"", ""doi"": ""10.1371/journal.pgen.1009316"", ""status"": ""success""}, {""link"": ""https://www.jpmb-gabit.ir/&url=http:/www.jpmb-gabit.ir/article_709799.html"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-024-09362-4"", ""doi"": ""10.1007/s12042-024-09362-4"", ""status"": ""success""}]",,18,,China| China| Asia,,leaf| mature,SWO,False,True,False,False,True
SRR13480431,RNA-Seq,300,9312248700,PRJNA612768,SAMN17376637,2850642719,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9893140,HiSeq X Ten,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2021-01-19T00:00:00Z,SWO-canker-treatment24,SRP280058,2021-01-19T02:14:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1009316"", ""doi"": ""10.1371/journal.pgen.1009316"", ""status"": ""success""}, {""link"": ""https://www.jpmb-gabit.ir/&url=http:/www.jpmb-gabit.ir/article_709799.html"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-024-09362-4"", ""doi"": ""10.1007/s12042-024-09362-4"", ""status"": ""success""}]",,18,,China| China| Asia,,leaf| mature,SWO,False,True,False,False,True
SRR13480432,RNA-Seq,300,7634355600,PRJNA612768,SAMN17376637,2345476870,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9893139,HiSeq X Ten,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2021-01-19T00:00:00Z,SWO-canker-treatment24,SRP280058,2021-01-19T02:12:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1009316"", ""doi"": ""10.1371/journal.pgen.1009316"", ""status"": ""success""}, {""link"": ""https://www.jpmb-gabit.ir/&url=http:/www.jpmb-gabit.ir/article_709799.html"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-024-09362-4"", ""doi"": ""10.1007/s12042-024-09362-4"", ""status"": ""success""}]",,18,,China| China| Asia,,leaf| mature,SWO,False,True,False,False,True
SRR13480464,RNA-Seq,300,12519703500,PRJNA612768,SAMN17376727,3815807617,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9893173,HiSeq X Ten,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2021-01-19T00:00:00Z,SWO-canker-treatment48,SRP280058,2021-01-19T02:53:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1009316"", ""doi"": ""10.1371/journal.pgen.1009316"", ""status"": ""success""}, {""link"": ""https://www.jpmb-gabit.ir/&url=http:/www.jpmb-gabit.ir/article_709799.html"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-024-09362-4"", ""doi"": ""10.1007/s12042-024-09362-4"", ""status"": ""success""}]",,18,,China| China| Asia,,leaf| mature,SWO,False,True,False,False,True
SRR13480465,RNA-Seq,300,9368082600,PRJNA612768,SAMN17376727,2838455888,HUAZHONG AGRICULTURAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9893172,HiSeq X Ten,PAIRED,RANDOM,TRANSCRIPTOMIC,Citrus sinensis,ILLUMINA,2021-01-19T00:00:00Z,SWO-canker-treatment48,SRP280058,2021-01-19T02:55:00Z,1.0,Plant,,"[{""link"": ""https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1009316"", ""doi"": ""10.1371/journal.pgen.1009316"", ""status"": ""success""}, {""link"": ""https://www.jpmb-gabit.ir/&url=http:/www.jpmb-gabit.ir/article_709799.html"", ""doi"": ""TIMEOUT"", ""status"": ""failed""}, {""link"": ""https://link.springer.com/article/10.1186/s12864-024-10445-5"", ""doi"": ""10.1186/s12864-024-10445-5"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-024-09362-4"", ""doi"": ""10.1007/s12042-024-09362-4"", ""status"": ""success""}]",,18,,China| China| Asia,,leaf| mature,SWO,False,True,False,False,True
