title,link,citations,bioproject_id
Transgene-free genome editing of vegetatively propagated and perennial plant species in the T0 generation via a co-editing strategy,https://www.nature.com/articles/s41477-023-01520-y,42,PRJNA931434
Efficient transgene-free genome editing in plants in the T0 generation based on a co-editing strategy,https://www.biorxiv.org/content/10.1101/2023.03.02.530790.abstract,7,PRJNA931434
