title,link,citations,bioproject_id
"Transcriptome and metabolome analyses reveal new insights into chlorophyll, photosynthesis, metal ion and phenylpropanoids related pathways during sugarcane …",https://link.springer.com/article/10.1186/s12870-022-03588-8,11,PRJNA787323
"Transcriptome and Metabolome Analyses Reveal an Insight of Chlorophyll, Photosynthesis, Metal Ion and Phenylpropanoids Related Pathways in Sugarcane …",https://assets-eu.researchsquare.com/files/rs-1194932/v1/28cbf57f-cf40-472b-8e80-ec6e32623696.pdf,0,PRJNA787323
