title,link,citations,bioproject_id
Response of Pip Aquaporins to Long-Term Low Temperature Stress in Two Citrus Rootstocks,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5195824,0,PRJEB20758
Comparative transcriptomic analyses of citrus cold-resistant vs. sensitive rootstocks might suggest a relevant role of ABA signaling in triggering cold scion adaption,https://link.springer.com/article/10.1186/s12870-022-03578-w,33,PRJEB20758
Caracterización fisiológica y molecular de la respuesta de patrones de cítricos a estrés por baja temperatura,https://riunet.upv.es/bitstreams/0c645c56-8c2c-44c3-bd58-282080cfecbc/download,0,PRJEB20758
