title,link,citations,bioproject_id
Identification and Functional Analysis of Candidate Genes Influencing Citrus Leaf Size Through Transcriptome and Coexpression Network Approaches,https://www.mdpi.com/2073-4425/16/1/97,0,PRJNA1172372
