title,link,citations,bioproject_id
Genomic conservation of crop wild relatives: A case study of citrus,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1010811,15,PRJNA735863
Structural variation and parallel evolution of apomixis in citrus during domestication and diversification,https://academic.oup.com/nsr/article-abstract/9/10/nwac114/6608370,46,PRJNA735863
