title,link,citations,bioproject_id
Investigação sobre o efeito do sistema de cultivo na composição da microbiota da cana-de-açúcar,https://repositorio.unesp.br/items/b99972a4-e5ff-4dab-b16f-89a63fabbd0d,1,PRJNA682758
