title,link,citations,bioproject_id
Differential expression in leaves of Saccharum genotypes contrasting in biomass production provides evidence of genes involved in carbon partitioning,https://link.springer.com/article/10.1186/s12864-020-07091-y,18,PRJEB38368
Allele expression biases in mixed-ploid sugarcane accessions,https://www.nature.com/articles/s41598-022-12725-0,8,PRJEB38368
"The wild sugarcane and sorghum kinomes: Insights into expansion, diversification, and expression patterns",https://www.frontiersin.org/articles/10.3389/fpls.2021.668623/full,29,PRJEB38368
