title,link,citations,bioproject_id
Evolutionary analysis of the DHHCs in Saccharinae,https://www.nature.com/articles/s41598-025-86463-4,0,PRJEB44480
Sugarcane Pan-Transcriptome Identifying a Master Gene ScHCT Regulating Lignin and Sugar Traits,https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c10101,1,PRJEB44480
Limited allele-specific gene expression in highly polyploid sugarcane,https://genome.cshlp.org/content/32/2/297.short,11,PRJEB44480
