title,link,citations,bioproject_id
Involvement of a citrus meiotic recombination TTC-repeat motif in the formation of gross deletions generated by ionizing radiation and MULE activation,https://link.springer.com/article/10.1186/s12864-015-1280-3,21,PRJEB5808
