title,link,citations,bioproject_id
A network-based framework for reanalysing public transcriptome data to identify key genes involved in water deficit response in sugarcane (Saccharum spp.),https://www.researchsquare.com/article/rs-7303185/latest,0,PRJEB41560
"The wild sugarcane and sorghum kinomes: Insights into expansion, diversification, and expression patterns",https://www.frontiersin.org/articles/10.3389/fpls.2021.668623/full,29,PRJEB41560
