title,link,citations,bioproject_id
Integrated mRNA and small RNA sequencing reveals microRNA regulatory network associated with internode elongation in sugarcane (Saccharum officinarum L.),https://link.springer.com/article/10.1186/s12864-019-6201-4,22,PRJNA429786
